,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
0,frozenset({'NA'}),frozenset({'Unknown'}),0.9687609110539358,0.9999898304740016,0.9687609110539358,1.0,1.0000101696294188,9.851839271157736e-06,inf
1,frozenset({'Unknown'}),frozenset({'NA'}),0.9999898304740016,0.9687609110539358,0.9687609110539358,0.9687707629933966,1.0000101696294188,9.851839271157736e-06,1.0003154716671019
2,frozenset({'NA'}),frozenset({'Yes'}),0.9687609110539358,0.7927964727564049,0.7927800885200741,0.8183444227302602,1.032225105499057,0.024749855292232503,1.140639502281393
3,frozenset({'Yes'}),frozenset({'NA'}),0.7927964727564049,0.9687609110539358,0.7927800885200741,0.9999793336160114,1.032225105499057,0.024749855292232503,1511.589495450592
4,"frozenset({'NA', 'Yes'})",frozenset({'Unknown'}),0.7927800885200741,0.9999898304740016,0.7927800885200741,1.0,1.0000101696294188,8.062197721203646e-06,inf
5,"frozenset({'NA', 'Unknown'})",frozenset({'Yes'}),0.9687609110539358,0.7927964727564049,0.7927800885200741,0.8183444227302602,1.032225105499057,0.024749855292232503,1.140639502281393
6,"frozenset({'Yes', 'Unknown'})",frozenset({'NA'}),0.7927863032304064,0.9687609110539358,0.7927800885200741,0.9999921609262079,1.0322383464443203,0.024759707131503772,3985.048460390033
7,frozenset({'NA'}),"frozenset({'Yes', 'Unknown'})",0.9687609110539358,0.7927863032304064,0.7927800885200741,0.8183444227302602,1.0322383464443203,0.024759707131503772,1.1406954847408983
8,frozenset({'Yes'}),"frozenset({'NA', 'Unknown'})",0.7927964727564049,0.9687609110539358,0.7927800885200741,0.9999793336160114,1.032225105499057,0.024749855292232503,1511.589495450592
9,frozenset({'Unknown'}),"frozenset({'NA', 'Yes'})",0.9999898304740016,0.7927800885200741,0.7927800885200741,0.7927881507997849,1.0000101696294188,8.062197721203646e-06,1.0000389083913008
10,frozenset({'Driver'}),frozenset({'NA'}),0.7873602961365971,0.9687609110539358,0.7873602961365971,1.0,1.0322464383003218,0.02459641832361059,inf
11,frozenset({'NA'}),frozenset({'Driver'}),0.9687609110539358,0.7873602961365971,0.7873602961365971,0.8127498613460888,1.0322464383003216,0.02459641832361059,1.1355917031197427
12,frozenset({'Driver'}),frozenset({'Unknown'}),0.7873602961365971,0.9999898304740016,0.7873602961365971,1.0,1.0000101696294188,8.007081001681904e-06,inf
13,frozenset({'Unknown'}),frozenset({'Driver'}),0.9999898304740016,0.7873602961365971,0.7873602961365971,0.7873683032990278,1.0000101696294188,8.007081001681904e-06,1.000037657426221
14,frozenset({'Driver'}),frozenset({'Yes'}),0.7873602961365971,0.7927964727564049,0.6475208390536917,0.822394578734708,1.0373338012912647,0.02330437348815917,1.1666509150871696
15,frozenset({'Yes'}),frozenset({'Driver'}),0.7927964727564049,0.7873602961365971,0.6475208390536917,0.8167554489771921,1.0373338012912647,0.02330437348815917,1.1604148809692916
16,"frozenset({'NA', 'Driver'})",frozenset({'Unknown'}),0.7873602961365971,0.9999898304740016,0.7873602961365971,1.0,1.0000101696294188,8.007081001681904e-06,inf
17,"frozenset({'Driver', 'Unknown'})",frozenset({'NA'}),0.7873602961365971,0.9687609110539358,0.7873602961365971,1.0,1.0322464383003218,0.02459641832361059,inf
18,"frozenset({'NA', 'Unknown'})",frozenset({'Driver'}),0.9687609110539358,0.7873602961365971,0.7873602961365971,0.8127498613460888,1.0322464383003216,0.02459641832361059,1.1355917031197427
19,frozenset({'Driver'}),"frozenset({'NA', 'Unknown'})",0.7873602961365971,0.9687609110539358,0.7873602961365971,1.0,1.0322464383003218,0.02459641832361059,inf
20,frozenset({'NA'}),"frozenset({'Driver', 'Unknown'})",0.9687609110539358,0.7873602961365971,0.7873602961365971,0.8127498613460888,1.0322464383003216,0.02459641832361059,1.1355917031197427
21,frozenset({'Unknown'}),"frozenset({'NA', 'Driver'})",0.9999898304740016,0.7873602961365971,0.7873602961365971,0.7873683032990278,1.0000101696294188,8.007081001681904e-06,1.000037657426221
22,"frozenset({'NA', 'Driver'})",frozenset({'Yes'}),0.7873602961365971,0.7927964727564049,0.6475208390536917,0.822394578734708,1.0373338012912647,0.02330437348815917,1.1666509150871696
23,"frozenset({'Driver', 'Yes'})",frozenset({'NA'}),0.6475208390536917,0.9687609110539358,0.6475208390536917,1.0,1.0322464383003218,0.02022796108562841,inf
24,"frozenset({'NA', 'Yes'})",frozenset({'Driver'}),0.7927800885200741,0.7873602961365971,0.6475208390536917,0.8167723287077685,1.0373552396729804,0.02331727378532855,1.1605217834388228
25,frozenset({'Driver'}),"frozenset({'NA', 'Yes'})",0.7873602961365971,0.7927800885200741,0.6475208390536917,0.822394578734708,1.0373552396729804,0.02331727378532855,1.1667431658541452
26,frozenset({'NA'}),"frozenset({'Driver', 'Yes'})",0.9687609110539358,0.6475208390536917,0.6475208390536917,0.6684010798384091,1.0322464383003216,0.02022796108562841,1.0629683618225967
27,frozenset({'Yes'}),"frozenset({'NA', 'Driver'})",0.7927964727564049,0.7873602961365971,0.6475208390536917,0.8167554489771921,1.0373338012912647,0.02330437348815917,1.1604148809692916
28,"frozenset({'Driver', 'Yes'})",frozenset({'Unknown'}),0.6475208390536917,0.9999898304740016,0.6475208390536917,1.0,1.0000101696294188,6.5849800072737e-06,inf
29,"frozenset({'Driver', 'Unknown'})",frozenset({'Yes'}),0.7873602961365971,0.7927964727564049,0.6475208390536917,0.822394578734708,1.0373338012912647,0.02330437348815917,1.1666509150871696
30,"frozenset({'Yes', 'Unknown'})",frozenset({'Driver'}),0.7927863032304064,0.7873602961365971,0.6475208390536917,0.8167659259692124,1.037347107768708,0.02331238056916085,1.1604812313875337
31,frozenset({'Driver'}),"frozenset({'Yes', 'Unknown'})",0.7873602961365971,0.7927863032304064,0.6475208390536917,0.822394578734708,1.037347107768708,0.02331238056916085,1.1667081741839131
32,frozenset({'Yes'}),"frozenset({'Driver', 'Unknown'})",0.7927964727564049,0.7873602961365971,0.6475208390536917,0.8167554489771921,1.0373338012912647,0.02330437348815917,1.1604148809692916
33,frozenset({'Unknown'}),"frozenset({'Driver', 'Yes'})",0.9999898304740016,0.6475208390536917,0.6475208390536917,0.6475274241006658,1.0000101696294186,6.5849800072737e-06,1.000018682437796
34,"frozenset({'NA', 'Driver', 'Yes'})",frozenset({'Unknown'}),0.6475208390536917,0.9999898304740016,0.6475208390536917,1.0,1.0000101696294188,6.5849800072737e-06,inf
35,"frozenset({'NA', 'Driver', 'Unknown'})",frozenset({'Yes'}),0.7873602961365971,0.7927964727564049,0.6475208390536917,0.822394578734708,1.0373338012912647,0.02330437348815917,1.1666509150871696
36,"frozenset({'Driver', 'Yes', 'Unknown'})",frozenset({'NA'}),0.6475208390536917,0.9687609110539358,0.6475208390536917,1.0,1.0322464383003218,0.02022796108562841,inf
37,"frozenset({'NA', 'Yes', 'Unknown'})",frozenset({'Driver'}),0.7927800885200741,0.7873602961365971,0.6475208390536917,0.8167723287077685,1.0373552396729804,0.02331727378532855,1.1605217834388228
38,"frozenset({'NA', 'Driver'})","frozenset({'Yes', 'Unknown'})",0.7873602961365971,0.7927863032304064,0.6475208390536917,0.822394578734708,1.037347107768708,0.02331238056916085,1.1667081741839131
39,"frozenset({'Driver', 'Yes'})","frozenset({'NA', 'Unknown'})",0.6475208390536917,0.9687609110539358,0.6475208390536917,1.0,1.0322464383003218,0.02022796108562841,inf
40,"frozenset({'Driver', 'Unknown'})","frozenset({'NA', 'Yes'})",0.7873602961365971,0.7927800885200741,0.6475208390536917,0.822394578734708,1.0373552396729804,0.02331727378532855,1.1667431658541452
41,"frozenset({'NA', 'Yes'})","frozenset({'Driver', 'Unknown'})",0.7927800885200741,0.7873602961365971,0.6475208390536917,0.8167723287077685,1.0373552396729804,0.02331727378532855,1.1605217834388228
42,"frozenset({'NA', 'Unknown'})","frozenset({'Driver', 'Yes'})",0.9687609110539358,0.6475208390536917,0.6475208390536917,0.6684010798384091,1.0322464383003216,0.02022796108562841,1.0629683618225967
43,"frozenset({'Yes', 'Unknown'})","frozenset({'NA', 'Driver'})",0.7927863032304064,0.7873602961365971,0.6475208390536917,0.8167659259692124,1.037347107768708,0.02331238056916085,1.1604812313875337
44,frozenset({'Driver'}),"frozenset({'NA', 'Yes', 'Unknown'})",0.7873602961365971,0.7927800885200741,0.6475208390536917,0.822394578734708,1.0373552396729804,0.02331727378532855,1.1667431658541452
45,frozenset({'NA'}),"frozenset({'Driver', 'Yes', 'Unknown'})",0.9687609110539358,0.6475208390536917,0.6475208390536917,0.6684010798384091,1.0322464383003216,0.02022796108562841,1.0629683618225967
46,frozenset({'Yes'}),"frozenset({'NA', 'Driver', 'Unknown'})",0.7927964727564049,0.7873602961365971,0.6475208390536917,0.8167554489771921,1.0373338012912647,0.02330437348815917,1.1604148809692916
47,frozenset({'Unknown'}),"frozenset({'NA', 'Driver', 'Yes'})",0.9999898304740016,0.6475208390536917,0.6475208390536917,0.6475274241006658,1.0000101696294186,6.5849800072737e-06,1.000018682437796
48,frozenset({'Seatbelt'}),frozenset({'Yes'}),0.5878511452581195,0.7927964727564049,0.5878511452581195,1.0,1.261357781428047,0.12180483079166937,inf
49,frozenset({'Yes'}),frozenset({'Seatbelt'}),0.7927964727564049,0.5878511452581195,0.5878511452581195,0.7414906163927183,1.261357781428047,0.12180483079166937,1.594328410793793
50,frozenset({'NA'}),frozenset({'Seatbelt'}),0.9687609110539358,0.5878511452581195,0.5878511452581195,0.606807250943459,1.0322464383003218,0.018363934213764144,1.0482107203930497
51,frozenset({'Seatbelt'}),frozenset({'NA'}),0.5878511452581195,0.9687609110539358,0.5878511452581195,1.0,1.0322464383003218,0.018363934213764144,inf
52,frozenset({'Seatbelt'}),frozenset({'Unknown'}),0.5878511452581195,0.9999898304740016,0.5878511452581195,1.0,1.0000101696294188,5.978167504916421e-06,inf
53,frozenset({'Unknown'}),frozenset({'Seatbelt'}),0.9999898304740016,0.5878511452581195,0.5878511452581195,0.5878571234864202,1.0000101696294186,5.978167504916421e-06,1.00001450523263
54,frozenset({'Driver'}),frozenset({'Seatbelt'}),0.7873602961365971,0.5878511452581195,0.47017391019404586,0.5971521709960298,1.0158220764098813,0.007323258379375086,1.02308818632809
55,frozenset({'Seatbelt'}),frozenset({'Driver'}),0.5878511452581195,0.7873602961365971,0.47017391019404586,0.7998179709041772,1.0158220764098813,0.007323258379375086,1.0622317339066278
56,"frozenset({'NA', 'Seatbelt'})",frozenset({'Yes'}),0.5878511452581195,0.7927964727564049,0.5878511452581195,1.0,1.261357781428047,0.12180483079166937,inf
57,"frozenset({'NA', 'Yes'})",frozenset({'Seatbelt'}),0.7927800885200741,0.5878511452581195,0.5878511452581195,0.7415059406392174,1.2613838496710414,0.12181446228376058,1.5944229270145058
58,"frozenset({'Seatbelt', 'Yes'})",frozenset({'NA'}),0.5878511452581195,0.9687609110539358,0.5878511452581195,1.0,1.0322464383003218,0.018363934213764144,inf
59,frozenset({'NA'}),"frozenset({'Seatbelt', 'Yes'})",0.9687609110539358,0.5878511452581195,0.5878511452581195,0.606807250943459,1.0322464383003218,0.018363934213764144,1.0482107203930497
60,frozenset({'Seatbelt'}),"frozenset({'NA', 'Yes'})",0.5878511452581195,0.7927800885200741,0.5878511452581195,1.0,1.2613838496710414,0.12181446228376058,inf
61,frozenset({'Yes'}),"frozenset({'NA', 'Seatbelt'})",0.7927964727564049,0.5878511452581195,0.5878511452581195,0.7414906163927183,1.261357781428047,0.12180483079166937,1.594328410793793
62,"frozenset({'NA', 'Seatbelt'})",frozenset({'Unknown'}),0.5878511452581195,0.9999898304740016,0.5878511452581195,1.0,1.0000101696294188,5.978167504916421e-06,inf
63,"frozenset({'NA', 'Unknown'})",frozenset({'Seatbelt'}),0.9687609110539358,0.5878511452581195,0.5878511452581195,0.606807250943459,1.0322464383003218,0.018363934213764144,1.0482107203930497
64,"frozenset({'Seatbelt', 'Unknown'})",frozenset({'NA'}),0.5878511452581195,0.9687609110539358,0.5878511452581195,1.0,1.0322464383003218,0.018363934213764144,inf
65,frozenset({'NA'}),"frozenset({'Seatbelt', 'Unknown'})",0.9687609110539358,0.5878511452581195,0.5878511452581195,0.606807250943459,1.0322464383003218,0.018363934213764144,1.0482107203930497
66,frozenset({'Seatbelt'}),"frozenset({'NA', 'Unknown'})",0.5878511452581195,0.9687609110539358,0.5878511452581195,1.0,1.0322464383003218,0.018363934213764144,inf
67,frozenset({'Unknown'}),"frozenset({'NA', 'Seatbelt'})",0.9999898304740016,0.5878511452581195,0.5878511452581195,0.5878571234864202,1.0000101696294186,5.978167504916421e-06,1.00001450523263
68,"frozenset({'Seatbelt', 'Yes'})",frozenset({'Unknown'}),0.5878511452581195,0.9999898304740016,0.5878511452581195,1.0,1.0000101696294188,5.978167504916421e-06,inf
69,"frozenset({'Seatbelt', 'Unknown'})",frozenset({'Yes'}),0.5878511452581195,0.7927964727564049,0.5878511452581195,1.0,1.261357781428047,0.12180483079166937,inf
70,"frozenset({'Yes', 'Unknown'})",frozenset({'Seatbelt'}),0.7927863032304064,0.5878511452581195,0.5878511452581195,0.7415001279194314,1.2613739615899637,0.12181080895917429,1.594387074255197
71,frozenset({'Seatbelt'}),"frozenset({'Yes', 'Unknown'})",0.5878511452581195,0.7927863032304064,0.5878511452581195,1.0,1.2613739615899637,0.12181080895917429,inf
72,frozenset({'Yes'}),"frozenset({'Seatbelt', 'Unknown'})",0.7927964727564049,0.5878511452581195,0.5878511452581195,0.7414906163927183,1.261357781428047,0.12180483079166937,1.594328410793793
73,frozenset({'Unknown'}),"frozenset({'Seatbelt', 'Yes'})",0.9999898304740016,0.5878511452581195,0.5878511452581195,0.5878571234864202,1.0000101696294186,5.978167504916421e-06,1.00001450523263
74,"frozenset({'NA', 'Seatbelt', 'Yes'})",frozenset({'Unknown'}),0.5878511452581195,0.9999898304740016,0.5878511452581195,1.0,1.0000101696294188,5.978167504916421e-06,inf
75,"frozenset({'NA', 'Seatbelt', 'Unknown'})",frozenset({'Yes'}),0.5878511452581195,0.7927964727564049,0.5878511452581195,1.0,1.261357781428047,0.12180483079166937,inf
76,"frozenset({'NA', 'Yes', 'Unknown'})",frozenset({'Seatbelt'}),0.7927800885200741,0.5878511452581195,0.5878511452581195,0.7415059406392174,1.2613838496710414,0.12181446228376058,1.5944229270145058
77,"frozenset({'Seatbelt', 'Yes', 'Unknown'})",frozenset({'NA'}),0.5878511452581195,0.9687609110539358,0.5878511452581195,1.0,1.0322464383003218,0.018363934213764144,inf
78,"frozenset({'NA', 'Seatbelt'})","frozenset({'Yes', 'Unknown'})",0.5878511452581195,0.7927863032304064,0.5878511452581195,1.0,1.2613739615899637,0.12181080895917429,inf
79,"frozenset({'NA', 'Yes'})","frozenset({'Seatbelt', 'Unknown'})",0.7927800885200741,0.5878511452581195,0.5878511452581195,0.7415059406392174,1.2613838496710414,0.12181446228376058,1.5944229270145058
80,"frozenset({'NA', 'Unknown'})","frozenset({'Seatbelt', 'Yes'})",0.9687609110539358,0.5878511452581195,0.5878511452581195,0.606807250943459,1.0322464383003218,0.018363934213764144,1.0482107203930497
81,"frozenset({'Seatbelt', 'Yes'})","frozenset({'NA', 'Unknown'})",0.5878511452581195,0.9687609110539358,0.5878511452581195,1.0,1.0322464383003218,0.018363934213764144,inf
82,"frozenset({'Seatbelt', 'Unknown'})","frozenset({'NA', 'Yes'})",0.5878511452581195,0.7927800885200741,0.5878511452581195,1.0,1.2613838496710414,0.12181446228376058,inf
83,"frozenset({'Yes', 'Unknown'})","frozenset({'NA', 'Seatbelt'})",0.7927863032304064,0.5878511452581195,0.5878511452581195,0.7415001279194314,1.2613739615899637,0.12181080895917429,1.594387074255197
84,frozenset({'NA'}),"frozenset({'Seatbelt', 'Yes', 'Unknown'})",0.9687609110539358,0.5878511452581195,0.5878511452581195,0.606807250943459,1.0322464383003218,0.018363934213764144,1.0482107203930497
85,frozenset({'Seatbelt'}),"frozenset({'NA', 'Yes', 'Unknown'})",0.5878511452581195,0.7927800885200741,0.5878511452581195,1.0,1.2613838496710414,0.12181446228376058,inf
86,frozenset({'Yes'}),"frozenset({'NA', 'Seatbelt', 'Unknown'})",0.7927964727564049,0.5878511452581195,0.5878511452581195,0.7414906163927183,1.261357781428047,0.12180483079166937,1.594328410793793
87,frozenset({'Unknown'}),"frozenset({'NA', 'Seatbelt', 'Yes'})",0.9999898304740016,0.5878511452581195,0.5878511452581195,0.5878571234864202,1.0000101696294186,5.978167504916421e-06,1.00001450523263
88,"frozenset({'Driver', 'Seatbelt'})",frozenset({'Unknown'}),0.47017391019404586,0.9999898304740016,0.47017391019404586,1.0,1.0000101696294188,4.7814458035144725e-06,inf
89,"frozenset({'Driver', 'Unknown'})",frozenset({'Seatbelt'}),0.7873602961365971,0.5878511452581195,0.47017391019404586,0.5971521709960298,1.0158220764098813,0.007323258379375086,1.02308818632809
90,"frozenset({'Seatbelt', 'Unknown'})",frozenset({'Driver'}),0.5878511452581195,0.7873602961365971,0.47017391019404586,0.7998179709041772,1.0158220764098813,0.007323258379375086,1.0622317339066278
91,frozenset({'Driver'}),"frozenset({'Seatbelt', 'Unknown'})",0.7873602961365971,0.5878511452581195,0.47017391019404586,0.5971521709960298,1.0158220764098813,0.007323258379375086,1.02308818632809
92,frozenset({'Seatbelt'}),"frozenset({'Driver', 'Unknown'})",0.5878511452581195,0.7873602961365971,0.47017391019404586,0.7998179709041772,1.0158220764098813,0.007323258379375086,1.0622317339066278
93,frozenset({'Unknown'}),"frozenset({'Driver', 'Seatbelt'})",0.9999898304740016,0.47017391019404586,0.47017391019404586,0.47017869168847487,1.0000101696294186,4.7814458035144725e-06,1.000009024730327
94,"frozenset({'NA', 'Driver'})",frozenset({'Seatbelt'}),0.7873602961365971,0.5878511452581195,0.47017391019404586,0.5971521709960298,1.0158220764098813,0.007323258379375086,1.02308818632809
95,"frozenset({'Driver', 'Seatbelt'})",frozenset({'NA'}),0.47017391019404586,0.9687609110539358,0.47017391019404586,1.0,1.0322464383003218,0.014687804600670595,inf
96,"frozenset({'NA', 'Seatbelt'})",frozenset({'Driver'}),0.5878511452581195,0.7873602961365971,0.47017391019404586,0.7998179709041772,1.0158220764098813,0.007323258379375086,1.0622317339066278
97,frozenset({'Driver'}),"frozenset({'NA', 'Seatbelt'})",0.7873602961365971,0.5878511452581195,0.47017391019404586,0.5971521709960298,1.0158220764098813,0.007323258379375086,1.02308818632809
98,frozenset({'NA'}),"frozenset({'Driver', 'Seatbelt'})",0.9687609110539358,0.47017391019404586,0.47017391019404586,0.48533534417953916,1.0322464383003218,0.014687804600670595,1.029458859888724
99,frozenset({'Seatbelt'}),"frozenset({'NA', 'Driver'})",0.5878511452581195,0.7873602961365971,0.47017391019404586,0.7998179709041772,1.0158220764098813,0.007323258379375086,1.0622317339066278
100,"frozenset({'Driver', 'Seatbelt'})",frozenset({'Yes'}),0.47017391019404586,0.7927964727564049,0.47017391019404586,1.0,1.261357781428047,0.09742169261011963,inf
101,"frozenset({'Driver', 'Yes'})",frozenset({'Seatbelt'}),0.6475208390536917,0.5878511452581195,0.47017391019404586,0.7261139438866145,1.2352003559809095,0.08952804337783465,1.5048186847864058
102,"frozenset({'Seatbelt', 'Yes'})",frozenset({'Driver'}),0.5878511452581195,0.7873602961365971,0.47017391019404586,0.7998179709041772,1.0158220764098813,0.007323258379375086,1.0622317339066278
103,frozenset({'Driver'}),"frozenset({'Seatbelt', 'Yes'})",0.7873602961365971,0.5878511452581195,0.47017391019404586,0.5971521709960298,1.0158220764098813,0.007323258379375086,1.02308818632809
104,frozenset({'Seatbelt'}),"frozenset({'Driver', 'Yes'})",0.5878511452581195,0.6475208390536917,0.47017391019404586,0.7998179709041772,1.2352003559809095,0.08952804337783465,1.7607932267365722
105,frozenset({'Yes'}),"frozenset({'Driver', 'Seatbelt'})",0.7927964727564049,0.47017391019404586,0.47017391019404586,0.5930575202477115,1.261357781428047,0.09742169261011963,1.301968008177634
106,"frozenset({'NA', 'Driver', 'Seatbelt'})",frozenset({'Unknown'}),0.47017391019404586,0.9999898304740016,0.47017391019404586,1.0,1.0000101696294188,4.7814458035144725e-06,inf
107,"frozenset({'NA', 'Driver', 'Unknown'})",frozenset({'Seatbelt'}),0.7873602961365971,0.5878511452581195,0.47017391019404586,0.5971521709960298,1.0158220764098813,0.007323258379375086,1.02308818632809
108,"frozenset({'Driver', 'Seatbelt', 'Unknown'})",frozenset({'NA'}),0.47017391019404586,0.9687609110539358,0.47017391019404586,1.0,1.0322464383003218,0.014687804600670595,inf
109,"frozenset({'NA', 'Seatbelt', 'Unknown'})",frozenset({'Driver'}),0.5878511452581195,0.7873602961365971,0.47017391019404586,0.7998179709041772,1.0158220764098813,0.007323258379375086,1.0622317339066278
110,"frozenset({'NA', 'Driver'})","frozenset({'Seatbelt', 'Unknown'})",0.7873602961365971,0.5878511452581195,0.47017391019404586,0.5971521709960298,1.0158220764098813,0.007323258379375086,1.02308818632809
111,"frozenset({'Driver', 'Seatbelt'})","frozenset({'NA', 'Unknown'})",0.47017391019404586,0.9687609110539358,0.47017391019404586,1.0,1.0322464383003218,0.014687804600670595,inf
112,"frozenset({'Driver', 'Unknown'})","frozenset({'NA', 'Seatbelt'})",0.7873602961365971,0.5878511452581195,0.47017391019404586,0.5971521709960298,1.0158220764098813,0.007323258379375086,1.02308818632809
113,"frozenset({'NA', 'Seatbelt'})","frozenset({'Driver', 'Unknown'})",0.5878511452581195,0.7873602961365971,0.47017391019404586,0.7998179709041772,1.0158220764098813,0.007323258379375086,1.0622317339066278
114,"frozenset({'NA', 'Unknown'})","frozenset({'Driver', 'Seatbelt'})",0.9687609110539358,0.47017391019404586,0.47017391019404586,0.48533534417953916,1.0322464383003218,0.014687804600670595,1.029458859888724
115,"frozenset({'Seatbelt', 'Unknown'})","frozenset({'NA', 'Driver'})",0.5878511452581195,0.7873602961365971,0.47017391019404586,0.7998179709041772,1.0158220764098813,0.007323258379375086,1.0622317339066278
116,frozenset({'Driver'}),"frozenset({'NA', 'Seatbelt', 'Unknown'})",0.7873602961365971,0.5878511452581195,0.47017391019404586,0.5971521709960298,1.0158220764098813,0.007323258379375086,1.02308818632809
117,frozenset({'NA'}),"frozenset({'Driver', 'Seatbelt', 'Unknown'})",0.9687609110539358,0.47017391019404586,0.47017391019404586,0.48533534417953916,1.0322464383003218,0.014687804600670595,1.029458859888724
118,frozenset({'Seatbelt'}),"frozenset({'NA', 'Driver', 'Unknown'})",0.5878511452581195,0.7873602961365971,0.47017391019404586,0.7998179709041772,1.0158220764098813,0.007323258379375086,1.0622317339066278
119,frozenset({'Unknown'}),"frozenset({'NA', 'Driver', 'Seatbelt'})",0.9999898304740016,0.47017391019404586,0.47017391019404586,0.47017869168847487,1.0000101696294186,4.7814458035144725e-06,1.000009024730327
120,"frozenset({'Driver', 'Seatbelt', 'Yes'})",frozenset({'Unknown'}),0.47017391019404586,0.9999898304740016,0.47017391019404586,1.0,1.0000101696294188,4.7814458035144725e-06,inf
121,"frozenset({'Driver', 'Seatbelt', 'Unknown'})",frozenset({'Yes'}),0.47017391019404586,0.7927964727564049,0.47017391019404586,1.0,1.261357781428047,0.09742169261011963,inf
122,"frozenset({'Driver', 'Yes', 'Unknown'})",frozenset({'Seatbelt'}),0.6475208390536917,0.5878511452581195,0.47017391019404586,0.7261139438866145,1.2352003559809095,0.08952804337783465,1.5048186847864058
123,"frozenset({'Seatbelt', 'Yes', 'Unknown'})",frozenset({'Driver'}),0.5878511452581195,0.7873602961365971,0.47017391019404586,0.7998179709041772,1.0158220764098813,0.007323258379375086,1.0622317339066278
124,"frozenset({'Driver', 'Seatbelt'})","frozenset({'Yes', 'Unknown'})",0.47017391019404586,0.7927863032304064,0.47017391019404586,1.0,1.2613739615899637,0.09742647405592314,inf
125,"frozenset({'Driver', 'Yes'})","frozenset({'Seatbelt', 'Unknown'})",0.6475208390536917,0.5878511452581195,0.47017391019404586,0.7261139438866145,1.2352003559809095,0.08952804337783465,1.5048186847864058
126,"frozenset({'Driver', 'Unknown'})","frozenset({'Seatbelt', 'Yes'})",0.7873602961365971,0.5878511452581195,0.47017391019404586,0.5971521709960298,1.0158220764098813,0.007323258379375086,1.02308818632809
127,"frozenset({'Seatbelt', 'Yes'})","frozenset({'Driver', 'Unknown'})",0.5878511452581195,0.7873602961365971,0.47017391019404586,0.7998179709041772,1.0158220764098813,0.007323258379375086,1.0622317339066278
128,"frozenset({'Seatbelt', 'Unknown'})","frozenset({'Driver', 'Yes'})",0.5878511452581195,0.6475208390536917,0.47017391019404586,0.7998179709041772,1.2352003559809095,0.08952804337783465,1.7607932267365722
129,"frozenset({'Yes', 'Unknown'})","frozenset({'Driver', 'Seatbelt'})",0.7927863032304064,0.47017391019404586,0.47017391019404586,0.5930651277377075,1.2613739615899637,0.09742647405592314,1.3019923479658222
130,frozenset({'Driver'}),"frozenset({'Seatbelt', 'Yes', 'Unknown'})",0.7873602961365971,0.5878511452581195,0.47017391019404586,0.5971521709960298,1.0158220764098813,0.007323258379375086,1.02308818632809
131,frozenset({'Seatbelt'}),"frozenset({'Driver', 'Yes', 'Unknown'})",0.5878511452581195,0.6475208390536917,0.47017391019404586,0.7998179709041772,1.2352003559809095,0.08952804337783465,1.7607932267365722
132,frozenset({'Yes'}),"frozenset({'Driver', 'Seatbelt', 'Unknown'})",0.7927964727564049,0.47017391019404586,0.47017391019404586,0.5930575202477115,1.261357781428047,0.09742169261011963,1.301968008177634
133,frozenset({'Unknown'}),"frozenset({'Driver', 'Seatbelt', 'Yes'})",0.9999898304740016,0.47017391019404586,0.47017391019404586,0.47017869168847487,1.0000101696294186,4.7814458035144725e-06,1.000009024730327
134,"frozenset({'NA', 'Driver', 'Seatbelt'})",frozenset({'Yes'}),0.47017391019404586,0.7927964727564049,0.47017391019404586,1.0,1.261357781428047,0.09742169261011963,inf
135,"frozenset({'NA', 'Driver', 'Yes'})",frozenset({'Seatbelt'}),0.6475208390536917,0.5878511452581195,0.47017391019404586,0.7261139438866145,1.2352003559809095,0.08952804337783465,1.5048186847864058
136,"frozenset({'Driver', 'Seatbelt', 'Yes'})",frozenset({'NA'}),0.47017391019404586,0.9687609110539358,0.47017391019404586,1.0,1.0322464383003218,0.014687804600670595,inf
137,"frozenset({'NA', 'Seatbelt', 'Yes'})",frozenset({'Driver'}),0.5878511452581195,0.7873602961365971,0.47017391019404586,0.7998179709041772,1.0158220764098813,0.007323258379375086,1.0622317339066278
138,"frozenset({'NA', 'Driver'})","frozenset({'Seatbelt', 'Yes'})",0.7873602961365971,0.5878511452581195,0.47017391019404586,0.5971521709960298,1.0158220764098813,0.007323258379375086,1.02308818632809
139,"frozenset({'Driver', 'Seatbelt'})","frozenset({'NA', 'Yes'})",0.47017391019404586,0.7927800885200741,0.47017391019404586,1.0,1.2613838496710414,0.09742939605058082,inf
140,"frozenset({'Driver', 'Yes'})","frozenset({'NA', 'Seatbelt'})",0.6475208390536917,0.5878511452581195,0.47017391019404586,0.7261139438866145,1.2352003559809095,0.08952804337783465,1.5048186847864058
141,"frozenset({'NA', 'Seatbelt'})","frozenset({'Driver', 'Yes'})",0.5878511452581195,0.6475208390536917,0.47017391019404586,0.7998179709041772,1.2352003559809095,0.08952804337783465,1.7607932267365722
142,"frozenset({'NA', 'Yes'})","frozenset({'Driver', 'Seatbelt'})",0.7927800885200741,0.47017391019404586,0.47017391019404586,0.593069776855452,1.2613838496710412,0.09742939605058082,1.3020072230362492
143,"frozenset({'Seatbelt', 'Yes'})","frozenset({'NA', 'Driver'})",0.5878511452581195,0.7873602961365971,0.47017391019404586,0.7998179709041772,1.0158220764098813,0.007323258379375086,1.0622317339066278
